"","movie","point","review"
"744","다만 악에서 구하소서","6","올해 본것중에  그나마  괜찮음 "
"745","반도","4","강동원이 다 한 영화. 매드 멕스와 월드 워 z의 믹스. "
"746","반도","4","볼거리는 사실상 예고편이 전부임 부산행처럼 기차라는 한정된 공간에서의 긴장감은 없어지고 뻔하고 뻔한 양산형 좀비물이 됨 후반부 질질 끄는 신파도 별로였고 캐릭터도 부산행에 비해 매력이 없음 차라리 홍콩으로 가는 거대 배를 배경으로 했다면 더 재밌었을듯 "
"747","다만 악에서 구하소서","10","올해 본것중 제일 재미짐. 이정재 왜케 멋지냐냐ㅑㅑㅑ "
"748","디센트","10","이게 최근나왔다면 아마 40만은갔을듯. 아직도 10년이넘었음에도 이 영화 보고 소름돋는장면들 잊혀지지가않아 "
"749","반도","9","기대를 안하고봐서 생각보다 재미있었고 질질끄는거 없이 전개가 시원하게 흘러서 좋았음 "
"750","강철비2: 정상회담","2","정치선전 영화는 싫다. 문과 김은 그런 인물이 아니다. 그런데 왜 미화시키나? 앞으로 이런 정치색깔이 짖은 영화는 만들지 말았으면 좋겠다. "
"751","로마 위드 러브","10","난 너무 재밌게 보고 영상도 이쁘게 봤는데 코드 안맞으면 싫어할듯 이탈리아 여행다녀와서 보세요 "
"752","늑대아이","8","푸릇푸릇한 감성으로 녹여낸 조금 특별한 육아일기 "
"753","다만 악에서 구하소서","7","박정민?????????????????? "
"754","다만 악에서 구하소서","9","믿고 보는 이정재 황정민 케미!!! "
"755","다만 악에서 구하소서","10",""
"756","강철비2: 정상회담","6","편보다 재미 없습니다 "
"757","다만 악에서 구하소서","1","근 몇년간 최악의 영화다. 영화 자체도 별로일뿐더러 당분간 황정민 나오는 영화는 거른다. "
"758","다만 악에서 구하소서","3","정민이형이랑 정재형 많이 늙엇나봐 ;; 액션연기가 ;;;; ㅎㅌㅊ "
"759","강철비2: 정상회담","10","영화 끝나고 자막나오는.부분까지 꼭 보세요.  통일에 댸한 국제사회의 여러 이해관계를 엿보게 해주고 토일에 대해 생각하게 하는 영화네요. "
"760","천문: 하늘에 묻는다","7","세종의 ""도그 베이비"" 발언이 이 영화의 요지. "
"761","강철비2: 정상회담","4","소재 때문인지.. 생각보다 헛점?이 많았음... "
"762","다만 악에서 구하소서","10","오~~~처음부터 끝까지 몰입감 최고너무 충격적인 스토리인데..ㅜㅜ영화는 정말 재미있어요잘봤어요건대서봤는데  코로나때문인지 5명밖에 없더라고요ㅜㅜ배우들 너무 노력하셨는데 그게 좀 안타깝더라구요매우 재밌게 봤습니다배우조합도 최고였어요^^ "
"763","다만 악에서 구하소서","8","보는 내내 한국판 존윅+익스트랙션이라고 생각했음. 배우들의 연기는 정말 죽인다. 그런데 스토리 개연성이 너무 떨어져서 인과 관계가 없음. 죽은 아내가 남겼던 개를 죽인 조폭으루처단하고 존윅의 차를 훔친 조폭들을 처단하는 '존윅'+인도의 경쟁 조폭 두목 아들을 납치하여 그를 또 아들처럼 여기면서 목숨걸며 구해내는 살인청부업자의 내용을 다룬 '익스트랙션(넷플릭스)'으로 아쉬움을 달래길.. "
"764","반도","6","캐나다에도 개봉해서 봤습니다. 약간 광기있는 척이랄까...약간 민망 했어요 "
"765","트루스 오어 데어","8","결말이 찝찝해도 생각지 못한 전개여서 맘에 들었음공포로 보기엔 전혀..무섭지 않았지만 나름 참신한 스토리라 재미있게 봄 "
"766","다만 악에서 구하소서","9","황정민하고이정재연기너무좋았어요.. "
"767","강철비2: 정상회담","1","우성이는 믿고 거르는게 맞다. "
"768","다만 악에서 구하소서","6","차라리 19세관람가로해서 신세계처럼 만들었으면하는 아쉬움....배우가 아까웠던 영화 "
"769","다만 악에서 구하소서","8","솔직히 연출하느라고생했을듯 슬로우모션도좋았고 배우들연기는말할것없고 박정민이 극긴장감을잘풀어주는 감초역활톡톡히^^ "
"770","다만 악에서 구하소서","8","방금 보고 나오는 길인데 액션 짱!  이정재님 넘 멋져! 옷빨. 수트발. 눈빛  멋짐 폭팔임댜!!~ 똘끼악당연기 대박임!! ~눈빛이 아주!!~~~ 박정민님 연기변신 짱!!    황정민님 연기. 대사톤 어색!!  넘 오랜만에 연기해서 그른지... 전체적으로 스토리 약해도 시원한 액션 보고싶음 강추임댜!!~ "
"771","반도","6","부산행과 다른영화...그냥 아무생각없이 보면 볼만한... "
"772","다만 악에서 구하소서","10","믿고 보는 두 배우에 연기력에 촬영기법까지 더해져서 시간가는지 모르고 보는 영화!! 5번 더봐야지 "
"773","다만 악에서 구하소서","10","황정민 이정재 안 볼 이유가 없는 완벽한 조합이었다 "
"774","다만 악에서 구하소서","6","굳이 이 영화를 벌 필요가 있을까? "
"775","다만 악에서 구하소서","8","액션신맘에듭니다... "
"776","퍼펙트맨","3","조진웅은 분위기 있는 연기만 하면 좋겠다.웃기려고 하는 모습이 더 심각하게 느껴진다.조진웅, 설경구가 왜 이 시나리오를 선택했을까..라는 의문만 남는 영화.개연성이 많이 부족하다. "
"777","반도","2","터무니없는 억지내용 ㄴ잼 "
"778","다만 악에서 구하소서","1","시간처럼 지루하게 느껴진 영화 1시간 40분 짜리 영화라는걸 끝나고 알있다 배우들 믿고 스토리 대충 테이큰 맨온파이어 아저씨 그냥 다 짜집기 뻔한 인신매매 마약공장 아저씨는 다 베껴도  재미는 있는데 이건 뭐 "
"779","다만 악에서 구하소서","10",""
"780","다만 악에서 구하소서","6","그냥 그럼ㅇ미당 ㅋㅎ뭐 "
"781","반도","1","그냥재미없음 너무재미없어서 잤음 "
"782","다만 악에서 구하소서","9","생각보다도 강렬했음! "
"783","다만 악에서 구하소서","1","댓글 알바들이 너무 많네스토리 개연성이 너무 떨어짐 "
"784","다만 악에서 구하소서","10","그냥 미친 영화. 말이 필요없다. "
"785","반도","10","뻔한 스토리지만 모든 배우들이 다 연기를 잘해서 10점 드립니다,,, "
"786","반도","10",""
"787","밤쉘: 세상을 바꾼 폭탄선언","7","사람사는곳 전세계에서 일어나고있는 현실을 보여준 영화여성분들 함께 결심하여 폭탄선언하는 상황이좀더 고민하는 내용이 보여졌으면하지만 이영화의특성상 비교적 빠르게진행되어 지루한맛은 없지만 살짝 아쉽다. 사회고발성영화에 흥미가미된영화로 보인다. "
"788","다만 악에서 구하소서","10",""
"789","다만 악에서 구하소서","10","결국 악에서구하지못한 유민이...엄마죽고 강금에 피범벅된아빠 앞으로같이지내는건 치마입은남자트라우마로살아있는게지옥일듯 "
"790","내겐 너무 사랑스러운 그녀","10","한편의 아름다운 동화 "
"791","다만 악에서 구하소서","7","오랜만에 재밌는 한국액션영화, 이정재 진짜 너무 멋있어. 황정민은 그냥 연기보스, 박정민? 둘을 뛰어넘는 최고의 연기, 박정민이 제일 기억에 많이 남음! 꼭 보세요 19세로했다면 더 좋았을듯 "
"792","다만 악에서 구하소서","1","영화보고 한번 놀라고평점보고 두번 놀라고 "
"793","다만 악에서 구하소서","8","화려한 액션 + 뭔가 부족한 스토리 + 약간의 감동 "
"794","다만 악에서 구하소서","10","ㅠㅠ진짜 최애 영화! 또보러갈게요 "
"795","당갈","10","여자가 레슬링 성공을 이루는 영화 "
"796","다만 악에서 구하소서","10","액션 진짜 지렸다.. 타격감 개쩔 "
"797","늑대의 유혹","10","강동원 오빠 너무너무 멋져요 그 우산장면이 잘생겼어요 그래서 오빠를 팬으로써 좋아해요 "
"798","다만 악에서 구하소서","10","진짜 재밌습니다 태어나서 처음으로 평점 남겨보는데 연기 연출 스토리 대박입니다 꼭보세요! "
"799","다만 악에서 구하소서","7","연출과 연기 다 좋았는데 스토리가 너무 진부했음. 영상미는 쏘쏘 "
"800","엑시트","10",""
"801","파리의 인어","1","아니, How do you do? 그게 적나라하게 보이는데 어떻게 12세 관람가인가요? 동심을 위해 애들 데려갔다가 뜬금없는 파격 노출씬에 화들짝 놀라서 눈가림해줬네요. 혹시 설정상 종족이 인어라 해서 그걸 연기한 인간 몸뚱이까지 인어로 취급하며 동태눈으로 심의한건 아니겠죠? ;;; "
"802","반도","10","개인적으로 이런 영화 좋아하는 사람으로써 재밌게 봤어요!!감동적이면서 슬퍼가지고 눈물이 뚝뚝 떨어졌지만 ..ㅎㅎ "
"803","다만 악에서 구하소서","10","베댓에 지드래곤 같다고해서 영화 봤는데 진짜 저게  최고의 감상평이더라 "
"804","저스티스 리그","1","스나이더컷을 기대해본다.... "
"805","강철비2: 정상회담","1","절대로 이 영화를 해외로 유출시키지 말아주세요 ㅠㅠ 부끄럽습니다 "
"806","아가씨","10","역시나 박찬욱이란 생각이 들었다 "
"807","다만 악에서 구하소서","10",""
"808","다만 악에서 구하소서","10","와 미처따진짜 너뮤재밌어서 놀람 "
"809","다만 악에서 구하소서","10","강철비2 보고 이영화보니 역시 영화는 이런거지라고 느껴짐. 연기력 최고! 이래서 이정재이정재 황정민황정민 하는구나. 박정민도 최고 "
"810","딥워터","1","평점은 믿을 게 못됨. 8점대라 기대하고 봤는데 어이가 없음.평을 보니 대부분 암이라는 말이 있는데 보면 암.언니가 동생구하는 건 알겠는데 바위를 밑으로 떨어뜨린 범인 찾지도 않음. 그냥 물속에서 구하다 끝남. 큰 바위가 그냥 흘러 내려 왔을 란가? 지상으로 나왔을 때 잠깐 나온 빈집(죽인 개 주인집)...그 집이 뭔가 수상한거 같았는데... 뭔가 이상한 영화네. "
"811","반도","10","평점이 안좋아서 걱정했는데 재미있게 잘봤습니다 같이 보러간 엄마도 잘 보셨어요 "
"812","다만 악에서 구하소서","2","뻔한 스토리 개연성 부족 잔인하기만하고  진짜 재미없음 "
"813","다만 악에서 구하소서","8","부성애가 느껴지는 뻔한 내용의 스토리와 잔인무도한 칼부림이였지만  믿고 보는 연기력 탄탄한 배우가 살린 영화!깨알의 팁이라면 박정민의 활약에 박수를! "
"814","다만 악에서 구하소서","10","평소에 좋아하는 남자배우가 모두 나왔습니다.이정재,황정민,박정민,오대환,박명훈...(너무 잔안한 장면은 적당히 편집해주셔서 감사합니다~이정재님을 지켜주셨네요~♡)정말 군더더기없는 멋진 작품입니다. "
"815","#살아있다","6","나도 좀비가 나타나면 저렇게 집에 숨어있을 거 같아서 흥미로웠다.. 하지만  일부로  긴장감 줄려고 갑자기??이렇게 생각하게 만드는 억지장면이  너무 많았음  특히 헬기 너무 어이없었음 "
"816","다만 악에서 구하소서","9","끝날때 쯤엔 박정민언니만 기억이난다.. "
"817","프린세스 다이어리 2","10",""
"818","애니멀 크래커","8","월 7일 보고왔는데 7살 이상 아이가 보기에는 좀 시시한듯... 하지만 아이들이 보기엔 긋긋긋~! "
"819","다만 악에서 구하소서","10","뻔한 장르를 뻔하지 않게 만들었다황.정.민 이 세사람 조합은 역시 실망시키지않았다. 연기력도 물론이지만 액션씬은 완벽! "
"820","다만 악에서 구하소서","10","가슴이 찡하네요  연기도 너무 잘하시고요 "
"821","안시성","10","걍 레전드임 다시 보고싶어요 "
"822","브링 더 소울 : 더 무비","10",""
"823","반도","10","평점이 안좋길래 재미없나 했는데재밋어영 "
"824","다만 악에서 구하소서","2","화려한 배우진을 스토리가 따라가지 못하지 않았던게 다소 아쉬었습니다. "
"825","반도","10","난 너무 슬펐는데 ㅠㅠㅠㅠ "
"826","반도","2","뻔하디 뻔한 연출 영화 보는 내내 다음장면이 예상이 될 정도로 뻔했음 영화가 끝난뒤에는 왜 평점이 이런 영화인지 알겠더라 "
"827","내가 사랑했던 모든 남자들에게: P.S. 여전히 널 사랑해","10","사랑하는 사람에게 솔직해질 것. 후회없이. "
"828","반도","6","영화 내용의 설득력있는 개연성만 갖췄어도 충분히 재밌고 감동적인 좋은 영화가 되었을것같은데 아쉽습니다. "
"829","강변호텔","2","그냥 나는 배우김민희가 어서 정신차리고 돌아왔으면 좋겠다.. 제발 이 찌질한 홍상수감독 영화좀 그만 찍으면 안되나 ... "
"830","반도","1","영화 안 봤는데 박평식 5점에 강동원 나온거 보고 점수 매깁니다.인랑보고 강동워는 그냥 믿고 거르는 걸로~ "
"831","강철비2: 정상회담","10","역사적분단국가에서 벌어지는스릴 넘치는 액션 바다속에서 일어나는 잠수함 전쟁굿 "
"832","다만 악에서 구하소서","9","황정민하고 이정재만 있어도 10점이다!나이 제한 올리고 좀 더 자극적이었다면.. "
"833","미스터 주: 사라진 VIP","1","유치하고 재미없어요 졸리네요 "
"834","다만 악에서 구하소서","9",""
"835","강철비2: 정상회담","1","시간 보다 나왔어요. 저 말고도 중간에 나가는사람 많더라구요. 저는 정치적 성향이 진보인데 굳이 이렇게 반미 반일 친북 이야기를 대놓고 재미없게, 개연성 없게 풀어낼 필요가 있었을까 싶어 아쉽더라구요. 1편은 오락성이라도 있었는데 이번껀 진짜ㅜㅜ시간아깝고 돈아까운영화 "
"836","튼튼이의 모험","10","진짜 어의없게 개웃김 ㅋㅋㅋㅋ "
"837","다만 악에서 구하소서","10","범인은 황정민 입니다. "
"838","다만 악에서 구하소서","3","왜 재밌다고 하는지 모르겠음.배우들 연기력은 좋다만 개연성은 1도 없음.영화 내내 지루하고 반도도 재미없게 봤는데 내 기준 반도보다 재미없었음. "
"839","이케아 옷장에서 시작된 특별난 여행","10","진짜 세계여행이다! 색감도 연출도 좋다.거기다 훈훈한 결말까지. "
"840","#살아있다","2","올해 최악의 영화~개연성 1도없음~좀비는 유아인집만 못들어가니~집에만 있으면 사는데 산사람이 너무없음~사람 봐가면서 무는 좀비~황당하다 "
"841","다만 악에서 구하소서","10","무삭제판이나 청소년관람불가 등급으로 개봉해주면좋을듯. 잔인한 장면 나오기 전 장면전환으로 살짝긴장감과 텐션이 조금 떨어짐ㅜ "
"842","강철비2: 정상회담","10",""
"843","다만 악에서 구하소서","8","순간 몰입도는 최고!!! 스토리에대한 아쉬움은 조금 있네요 ㅠ 전반적으로 돈아깝지않은 영화입니다!!! "
"844","다만 악에서 구하소서","6","이거 15세맞음 이렇게 폭력적인데 칼이 몸에 들어갔다 나왔다 하는데 엑션만 볼만함 "
"845","강철비2: 정상회담","2","북한빨아대는 빨갱이들만 재미나게 봐라~~ 돈버렸다 "
"846","다만 악에서 구하소서","6","결론적으로 영화보기전에 광고로 나오던 산타페 차광고가 더 감동적이었음. 편집이 불친절. 과도하고 의미없는 액션씬을 줄이고 스토리를 보강했어야함 . 두 주연배우의 연기나 톤은 기존작품들과 다르지않아 신선하지 않습니다. 조금 실망.박정민은 연기변신 좋았음. 문득 레옹과 마틸다를 보는듯. 마틸다가 레옹의 딸을... "
"847","강철비2: 정상회담","9","잼나게 잘 봤어요 잠수함 전투신은 긴장감이 ~~^^ "
"848","다만 악에서 구하소서","2","반도,강철비2는 이겼다 근데 가까스로 이겼다. P2P사이트에서 100원으로 다운받고 봐도 아깝다고 느껴질꺼같다. 이 명품 배우들 가지고 뭐하는짓인가.. "
"849","다만 악에서 구하소서","10","이정재 진짜 간지났어요 ㄷㄷ "
"850","광주비디오: 사라진 4시간","1","박근혜때 7시간으로 재미보더니.리바이벌이야? "
"851","다만 악에서 구하소서","10","긴장감 넘치는 영화였습니다! "
"852","강철비2: 정상회담","1","좌파영화 소비하지 않습니다 "
"853","미드소마","6","미드소나 에바잖아.. "
"854","다만 악에서 구하소서","6","강철비2  보다는 나음그러나 너무 기대는 하지마삼~ "
"855","반도","2","솔직히 좀비영화가 아니라 그냥 자동차액션 + 걍 인간학대? 그런요소가 정말 많음.. "
"856","다만 악에서 구하소서","10","진짜 미쳤다고밖에 설명을 못하겠다이정재 캬 "
"857","다만 악에서 구하소서","10",""
"858","다만 악에서 구하소서","4","스토리보다 액션이란거 보고 갔으니 스토리는 패스. 영화내내 거슬리는 음악땜에 힘들었다. "
"859","강철비2: 정상회담","2","전형적인 국뽕영화~비추 "
"860","다만 악에서 구하소서","2","스토리 단순하고 흔함.연기는 좋으나전체적으로 돈주고 보기엔 매우 아쉬움~ "
"861","강철비2: 정상회담","1","이건 뭐라고 해야되냐? 정은이 미화영화? 돈 아까움. "
"862","다만 악에서 구하소서","1","잠 와 죽는줄 알았다.재미도 없고 감동도 없고.... "
"863","강철비2: 정상회담","10","믿고보는 배우들이 많이나와서 재밌었습니다. 강철비1을 보지않으신분들도 재밌게 보실수있는 영화입니다! "
"864","강철비2: 정상회담","10",""
"865","다만 악에서 구하소서","8","액션과 스타일 긴장감이 작품성이라면 굉장히 높은 점수를 주고싶습니다. 극의 전개도 빠르고 어설픈 신파도 없어서 좋았습니다. 특히나 이정재의 연기는 보는내내 긴장감과  집중을 놓치않게 해주어 인상깊었고 박정민의 연기와 캐릭턴 영화의 강약조절에 탁월했다고 생각합니다 "
"866","찬실이는 복도 많지","10","그냥 짠했다 이영화 실제의 다큐같은 공감 100% "
"867","다만 악에서 구하소서","10","모든게 최고인 영화 !! "
"868","맨 프럼 어스","10",""
"869","강철비2: 정상회담","8","진짜 부함장님이 젤 멋짐 ^^ "
"870","강철비2: 정상회담","10","두근두근 긴장감 최고였어요 "
"871","다만 악에서 구하소서","5","무시무시한 남자가 세명 나온다. 황정민, 이정재 그리고 박정민(유이).... ㅡㅡ; "
"872","다만 악에서 구하소서","10","배우들이 전부 연기도 잘하고 굿 "
"873","다만 악에서 구하소서","10",""
"874","다만 악에서 구하소서","9","액션영화 특성상 스토리 개연성은 조금 부족하나확실히 영화관에서 볼만한 영화였습니다 "
"875","다만 악에서 구하소서","10",""
"876","다만 악에서 구하소서","10",""
"877","다만 악에서 구하소서","8","이정재 황정민 보러갔다가 박정민에게 빠지고 온 영화! 개인적으로 강철비보다는 좋았다고 생각. 연기는 진짜 구멍이 없는데 스토리는 특색있다기보단 흔한 스토리인듯. 그래도 나름 잘 보고왔어요. "
"878","#살아있다","1","만든사람의 노고를 폄하할수는 없지만 영화로써의 평가는 만들지 말았어야 할정도로 어느 포인트에서도 감동도 즐거움도 없는 영화입니다 적어도 제가볼땐 킬링타임으로 보다가도 그시간이 아까워지는 영화입니다.이 영화를 볼 바에는 신비아파트를 보겠습니다. "
"879","다만 악에서 구하소서","10","연기와 액션에 집중된 영환데 자꾸 스토리 스토리 개연성 이런 얘기좀 하지마라 스토리가 꽉찬 영화 보고싶으면 드라마 장르를 보시던지. "
"880","강철비","7","군더더기가 많지 않아 불편함이 없었다. "
"881","다만 악에서 구하소서","9","영화 아저씨와 너무나 똑같은 스토리 "
"882","강철비2: 정상회담","10","와우 잠수함 액션 멋져용 "
"883","다만 악에서 구하소서","1","또 속았다. 알바분들 오늘도 고생 많으십니다~ "
"884","다만 악에서 구하소서","10","배우들고생하셨어요 최고의연기 "
"885","다만 악에서 구하소서","1","어찌 네이버 영화 평점은 알바아니면 지적수준이 낮은건가... "
"886","다만 악에서 구하소서","9","액션씬이 생각보다 없다는 아쉬움이있다 "
"887","다만 악에서 구하소서","10","이정재 배우님 카리스마에 한번치이고황정민 배우님 이정재 배우님 액션에 두번 치였습니다액션적으로는 매우 재밌었어요 "
"888","강철비2: 정상회담","1","정권 프로파간다 영화현실은? 연락사무소 폭파 댐 무단방류이런데도 백만불 원조하겠다며 염병중 "
"889","다만 악에서 구하소서","10","이정재 짱짱짱황정민 짱짱 "
"890","범죄의 재구성","10","타짜시리즈 제로버전, 타짜0 "
"891","다만 악에서 구하소서","10","너무 잼나요...n차 관람 하고싶을정도로... "
"892","다만 악에서 구하소서","9","생각보다 재밌어서 간만에 만족스럽게 영화관에서 본 것 같아요! 특히 액션연출하고 레이라는 캐렉터가 맘에 들어요 ㅋㅋㅋ "
"893","다만 악에서 구하소서","6","알바 너무 많네.. 별루임...ㄹㅇ "
"894","타짜","10","수십번 봤지만, 채널 돌리다가 나오면 보게 되는 영화. "
"895","강철비2: 정상회담","10","빠른 전개가 긴장감을 높였고 국제정세에 관해 관심을 가질 수 있도록 도움을 주는 영화. "
"896","다만 악에서 구하소서","9","모든게 좋긴했는데  마지막에 황정민 오빠만 죽어라 찔리는게 아숩..(이정재씨 응원합니다) "
"897","다만 악에서 구하소서","8","스토리 다 필요없다 이게 영화다 "
"898","동주","10",""
"899","다만 악에서 구하소서","6","기대하고봤는데 별로였음 "
"900","반도","6","재미있게 보고왓습니다~ 스토리 연출 연기, 다 패스하구 영상미 좋습니다! 한국형 좀비의 특성을 보고 왓다랄까... "
"901","다만 악에서 구하소서","8","테이큰+아저씨 느낌 나서 남자 입장에선 재미나게 봤습니다!특히 이정재 너무 강렬하게 나와서 눈길을 끄넹?ㄷ "
"902","반도","10","솔직히 여기 사람들 리뷰 보고 재미없는 것 같아서 안볼까하다가 그래도 좀비영화 재밌게 보는 편이라 봤는데, 난 너무 재미있게 봤다. 스토리, 연기, 연출 등 너무 재밌게 봤는데 재밌는데!? 다들 눈이 얼마나 높은거야!ㅋㅋㅋ "
"903","강철비2: 정상회담","1","왜 봐..?...?...? "
"904","#살아있다","1","#살아남아야한다 #살a남아야..한..    #삐이이이---- "
"905","언어의 정원","9","비 오는 날에 계속 생각나는 영화에요 "
"906","다만 악에서 구하소서","8","진짜 감독이 감각있는듯.. 이정재 연기에 압도되었음 "
"907","강철비2: 정상회담","6","배우 연기와 영상미만 보고왓습니다. 스토리와 현실상이 너무 대조되는 부분이 많고, 억지감동, 어슬픈상황극, 우리나라의 상황을 너무 미화한 부분이 크다 느껴지네요!! 좋은점 빵빵 터지는 영상미, 나쁜점 어설픈 상황과 반대되는 스토리 "
"908","강철비2: 정상회담","9","처음부분에는 약간 지루했는데그 이후부터는 심장이 쫄깃쫄깃하고 재미있음.약간 웃긴부분도있고. "
"909","다만 악에서 구하소서","5","다만 15세에서 구하소서 "
"910","다만 악에서 구하소서","10","완전 너무너무 재밋고 박정민님이 영화를 더 살려주셨고 황정민님 진짜 너무 멋있습니다. ㅠㅠ "
"911","강철비2: 정상회담","8","나름 재밌게봤어요~ 허술한면도 많긴한데 뭐 영화니까..하고 넘겨봤네요..ㅎㅎㅎ "
"912","다만 악에서 구하소서","10","액션 구도가 좋아서 타격감이 잘 느껴지고, 전개도 군더더기없이 흘러서 재밌었음ㅋㅋ 이정재 개간지라 한번 더 보러 갈까 싶음.. 황정민 캐릭터가 지루할 수 있는데 박정민이 붙으니 지루할새가 없었음브금도 잘 깔아서 긴장감이 잘 유지됐었음다만 청불용으로 촬영한거 같은데 영화 경기가 안좋아서 그런지 좀 잔인할 수 있는 씬들이 어색하게 편집되서 아쉬웠음 "
"913","다만 악에서 구하소서","8","재미엿어오  주인공이 죽어서 아쉽지만간만에 액션영화  잘봤습니다 "
"914","다만 악에서 구하소서","6","태국이 주는 신선함과 배경음악이 주는 긴박함,주연 배우들이 주는 익숙함빼면 볼게없는 영화개연성이 일도없음 "
"915","다만 악에서 구하소서","10","시원한 액션신에 영상미. 그리고 배우들의 카리스마 연기에 매우 만족한 영화입니다. 강추드립니다. "
"916","미이라 3: 황제의 무덤","1","여주 뭐임..왜 엄마만 갑자기 폭삭 늙음 "
"917","찌라시 : 위험한 소문","1","생각나서 와봤는데 알바 쩌네,;;; 툭하면 손가락 꺾고 또 뭐하면 손가락꺾고 손가락만 꺾는걸 역겨운 소리로 수도없이 듣다가 나오게됩니다. 내용? 기억안나요. 손가락만 꺾어대서 저게 내용 전부라고 봐도 좋을듯. 뒤로갈수록 흥미진진이아니라 뒤로갈수록 손가락만 꺾는다. 완성도 타령하는 애들은 인생영화에 리얼밖에 없냐? "
"918","다만 악에서 구하소서","2","개연성없는스토리에 좋은배우들 데려다놓고 이정도라니..기대이하작품평점높은이유를 모르겠네요 "
"919","다만 악에서 구하소서","1","별 5개 다 알바임 "
"920","강철비2: 정상회담","10","브금웅장한거맘에들었음유튭에올려주세요맨날듣게 "
"921","출국","8","우익영화는 ㄹㅇ 안뜨네 "
"922","다만 악에서 구하소서","7","솔직히 얘기하면 진짜 스토리 짜임세는 너무 약하네요 만약 스토리만 좀 더 좋았으면 진짜 재미있는 영화인데 너무 아쉽습니다 그래도 배우 연기하고 액션씬은 진짜 볼만했습니다 "
"923","다만 악에서 구하소서","5","알바들아 오버하지말자...박정민 고생했다... "
"924","다만 악에서 구하소서","6","스토리 꽝 뭐그낭그래요 "
"925","다만 악에서 구하소서","8","홍원찬감독님 전 작품이 오피스라 기대안하고 봤는데 시나리오만 앞으로 잘 만나면 훌륭하게 연출할 수 있는 역량을 보여주셨다 다음 작품은 중국 실화범죄 유덕화를 폭행한 조폭두목 유용을 각색한 영화 만들어주세요 "
"926","다만 악에서 구하소서","2","좋아하는  황정민배우님, 박정민배우님  최서희배우님, 이정재배우님이 나와서 바로 봤어요..연기는 정말 좋았어요!근데.. 하..  그냥 썰고 죽이고..총알 그리맞고 수륙탄도 맞는데 살아있고..  개연성은 저멀리..  갑자기 왜?  왜저러는거지?  이생각만 들기시작하더니 꾸역꾸역 봤는데도  하..  실망에 실망.. 끝나고나서  주변사람들 표정과 제표정이 같았어요. "
"927","다만 악에서 구하소서","7","아저씨같은 대작이 될 수 있었으나 캐릭터성과 개연성이 너무 부족했다 "
"928","강철비2: 정상회담","1","이게 정말 평점 8.13이 맞는 건가?  똑바로 정확히 조사한거 맞냐?  발로 만들어도 이것보단 더 잘만들겠다 뭘 말하려는건지 몰겠고 진짜 하품만 하다 나왔다 진짜 이딴식으로 만들지마라 "
"929","언더워터","2","재미없져...겨우봣져.. "
"930","콰이어트 플레이스","8","한글자막이 필요없는 영화 "
"931","다만 악에서 구하소서","10",""
"932","풀 스피드","10","아빠는 아이언맨 닮았고 엄마는 약간 페퍼느낌나는데 그걸 떠나서 진짜 너무 웃김ㅋㅋ 1시간 훅갔음 "
"933","다만 악에서 구하소서","5","리암니슨할배는 딸 구하고 3편까지 찍었는데 꼭 죽여야 속이 후련 했냐? 이정재 자뻑에 둘 다 디짐... 한국영화는 언제쯤 이런 진부한 감성에서 벗어 날까? "
"934","다만 악에서 구하소서","10","개존잼이다...이정재 인생연기.. "
"935","울지마 톤즈 2 : 슈크란 바바","10",""
"936","강철비2: 정상회담","10",""
"937","로켓맨","6","음악영화인줄 알았는데 퀴어영화에 더 가까움. 엘튼존이 멋있긴 하지만 보헤미안 랩소디랑 비교되는건 어쩔수 없는 숙명 "
"938","악마를 보았다","10","두마리 악마를 보았다 누가 진짜 악마인가 "
"939","다만 악에서 구하소서","10","아 정말 재미나게 봤습니다. 진짜 이정재님은 왜이렇게 매력있으신지...남자지만. 정말 동경하게되네요.관상이후로 매력터지는 악역 인 것 같습니다. 영화도 굿 액션은 너무나 굿굿 한국 액션영화 발전 많이했다고 느껴집니다! "
"940","피아니스트","7","사랑은 원하지만 그녀가 원하는 사랑은 이게 아니다. 악보에 적힌 강약은 분명하고, 그녀가 악보처럼 적은 편지의 마조히즘적 지시도 상세하고 분명하지만, 정작 콘트롤되지 않는 리비도의 펄떡거림은 어쩌지 못한다. 슈베르트 연주를 즐기는 정형적 아가페 사회에서 그녀는 칼로 자신을 베어 육욕을 흘려보내고 일탈한다. 맘대로 짙눌리며 사랑받기를 원했지만, 자신의 악보 안에서 이루어지기를 원했던 연약한 여성의 사랑을 보라. 개인을 비틀어 사회에 생채기를 내는 미카엘 하네케 화법의 정수. 영화를 통해 이자벨 위페르의 연기는 단순히 깐느 여우주연상을 딴 것뿐만 아니라 수많은 여배우들의 선망과 찬사를 받았다고...글쎄, 나는 모르겠다만. 감정을 깊이 노출하지 않아 관객은 그 빈칸에서 더 많은 걸 읽어낼 수 있다는 점에서 다른 '자상한' 배우들에 비해 유리한 연기의 결을 가진 배우긴 하다. "
"941","다만 악에서 구하소서","8","연기다들 잘하는데 아이이야기가 너무 중심이되서 주인공들끼리 갈등구조가 좀 약한것같네요 "
"942","다만 악에서 구하소서","6","그냥 보통 이정재님 액션은 별로 안 어울리네요 "
